"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Houston County, AL"	"01069"	"2019"	"2019"	"Jan., 2019"	"2019/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Houston County, AL"	"01069"	"2019"	"2019"	"Dec., 2019"	"2019/12"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Jan., 2018"	"2018/01"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Feb., 2018"	"2018/02"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Mar., 2018"	"2018/03"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Apr., 2018"	"2018/04"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"May, 2018"	"2018/05"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Jun., 2018"	"2018/06"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Jul., 2018"	"2018/07"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Aug., 2018"	"2018/08"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Sep., 2018"	"2018/09"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Oct., 2018"	"2018/10"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Nov., 2018"	"2018/11"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Dec., 2018"	"2018/12"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Jan., 2019"	"2019/01"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Feb., 2019"	"2019/02"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Mar., 2019"	"2019/03"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Apr., 2019"	"2019/04"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"May, 2019"	"2019/05"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Jun., 2019"	"2019/06"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Jul., 2019"	"2019/07"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Aug., 2019"	"2019/08"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Sep., 2019"	"2019/09"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Oct., 2019"	"2019/10"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Nov., 2019"	"2019/11"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2019"	"2019"	"Dec., 2019"	"2019/12"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lee County, AL"	"01081"	"2018"	"2018"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lee County, AL"	"01081"	"2019"	"2019"	"Feb., 2019"	"2019/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Jan., 2018"	"2018/01"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Feb., 2018"	"2018/02"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Mar., 2018"	"2018/03"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Jul., 2018"	"2018/07"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Dec., 2018"	"2018/12"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Jan., 2019"	"2019/01"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Feb., 2019"	"2019/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Mar., 2019"	"2019/03"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Apr., 2019"	"2019/04"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"May, 2019"	"2019/05"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Jun., 2019"	"2019/06"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Jul., 2019"	"2019/07"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Aug., 2019"	"2019/08"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Sep., 2019"	"2019/09"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Nov., 2019"	"2019/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2019"	"2019"	"Dec., 2019"	"2019/12"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Jan., 2018"	"2018/01"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Feb., 2018"	"2018/02"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Mar., 2018"	"2018/03"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Apr., 2018"	"2018/04"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"May, 2018"	"2018/05"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Jun., 2018"	"2018/06"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Jul., 2018"	"2018/07"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Aug., 2018"	"2018/08"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Sep., 2018"	"2018/09"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Nov., 2018"	"2018/11"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Dec., 2018"	"2018/12"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Jan., 2019"	"2019/01"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Feb., 2019"	"2019/02"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Mar., 2019"	"2019/03"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Apr., 2019"	"2019/04"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"May, 2019"	"2019/05"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Jun., 2019"	"2019/06"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Jul., 2019"	"2019/07"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Aug., 2019"	"2019/08"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Sep., 2019"	"2019/09"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Oct., 2019"	"2019/10"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Nov., 2019"	"2019/11"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2019"	"2019"	"Dec., 2019"	"2019/12"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, AL"	"01101"	"2018"	"2018"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, AL"	"01101"	"2018"	"2018"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, AL"	"01101"	"2018"	"2018"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, AL"	"01101"	"2019"	"2019"	"Jan., 2019"	"2019/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, AL"	"01101"	"2019"	"2019"	"Apr., 2019"	"2019/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, AL"	"01101"	"2019"	"2019"	"Jul., 2019"	"2019/07"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Morgan County, AL"	"01103"	"2018"	"2018"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Morgan County, AL"	"01103"	"2018"	"2018"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Morgan County, AL"	"01103"	"2018"	"2018"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, AL"	"01115"	"2018"	"2018"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shelby County, AL"	"01117"	"2018"	"2018"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shelby County, AL"	"01117"	"2018"	"2018"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shelby County, AL"	"01117"	"2018"	"2018"	"Nov., 2018"	"2018/11"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shelby County, AL"	"01117"	"2019"	"2019"	"Jun., 2019"	"2019/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2019"	"2019"	"Feb., 2019"	"2019/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2019"	"2019"	"Mar., 2019"	"2019/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2019"	"2019"	"Nov., 2019"	"2019/11"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2019"	"2019"	"Dec., 2019"	"2019/12"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Jan., 2018"	"2018/01"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Feb., 2018"	"2018/02"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Mar., 2018"	"2018/03"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"May, 2018"	"2018/05"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Jul., 2018"	"2018/07"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Aug., 2018"	"2018/08"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Sep., 2018"	"2018/09"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Nov., 2018"	"2018/11"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	"Dec., 2018"	"2018/12"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Jan., 2019"	"2019/01"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Feb., 2019"	"2019/02"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Mar., 2019"	"2019/03"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Apr., 2019"	"2019/04"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"May, 2019"	"2019/05"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Jun., 2019"	"2019/06"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Jul., 2019"	"2019/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Aug., 2019"	"2019/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Oct., 2019"	"2019/10"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Nov., 2019"	"2019/11"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	"Dec., 2019"	"2019/12"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fairbanks North Star Borough, AK"	"02090"	"2019"	"2019"	"Oct., 2019"	"2019/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Apache County, AZ"	"04001"	"2018"	"2018"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"2018"	"2018"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"2019"	"2019"	"Mar., 2019"	"2019/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"2019"	"2019"	"May, 2019"	"2019/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Coconino County, AZ"	"04005"	"2018"	"2018"	"Jul., 2018"	"2018/07"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Coconino County, AZ"	"04005"	"2018"	"2018"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Jan., 2018"	"2018/01"	161	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Feb., 2018"	"2018/02"	128	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Mar., 2018"	"2018/03"	155	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Apr., 2018"	"2018/04"	148	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"May, 2018"	"2018/05"	163	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Jun., 2018"	"2018/06"	157	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Jul., 2018"	"2018/07"	137	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Aug., 2018"	"2018/08"	160	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Sep., 2018"	"2018/09"	150	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Oct., 2018"	"2018/10"	146	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Nov., 2018"	"2018/11"	101	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Dec., 2018"	"2018/12"	143	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Jan., 2019"	"2019/01"	155	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Feb., 2019"	"2019/02"	124	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Mar., 2019"	"2019/03"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Apr., 2019"	"2019/04"	141	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"May, 2019"	"2019/05"	150	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Jun., 2019"	"2019/06"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Jul., 2019"	"2019/07"	141	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Aug., 2019"	"2019/08"	122	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Sep., 2019"	"2019/09"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Oct., 2019"	"2019/10"	133	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Nov., 2019"	"2019/11"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	"Dec., 2019"	"2019/12"	122	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Feb., 2018"	"2018/02"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Mar., 2018"	"2018/03"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"May, 2018"	"2018/05"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Jun., 2018"	"2018/06"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Aug., 2018"	"2018/08"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Sep., 2018"	"2018/09"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Nov., 2018"	"2018/11"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2019"	"2019"	"Jan., 2019"	"2019/01"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2019"	"2019"	"Mar., 2019"	"2019/03"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2019"	"2019"	"Apr., 2019"	"2019/04"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2019"	"2019"	"May, 2019"	"2019/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2019"	"2019"	"Jun., 2019"	"2019/06"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2019"	"2019"	"Aug., 2019"	"2019/08"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2019"	"2019"	"Sep., 2019"	"2019/09"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2019"	"2019"	"Nov., 2019"	"2019/11"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
